question,entity,easting,northing,wikipedia,const
https://id.parliament.uk/YdkcD31i,Kirklees,413269.122921808,410732.050719232,https://en.wikipedia.org/wiki/Kirklees,Colne Valley
https://id.parliament.uk/YdkcD31i,Huddersfield,414654.452438747,416521.510993547,https://en.wikipedia.org/wiki/Huddersfield,Huddersfield
https://id.parliament.uk/M6Ggh0PB,13_Kensington_Palace_Gardens,525668.818996439,180240.061882312,https://en.wikipedia.org/wiki/13_Kensington_Palace_Gardens,Kensington
https://id.parliament.uk/jnlsQ6Jg,Dewsbury,424332.668274548,421679.342970029,https://en.wikipedia.org/wiki/Dewsbury,Dewsbury
https://id.parliament.uk/jnlsQ6Jg,Huddersfield,414654.452438747,416521.510993547,https://en.wikipedia.org/wiki/Huddersfield,Huddersfield
https://id.parliament.uk/wH9QZzbQ,Slough,498082.779241162,179773.798368362,https://en.wikipedia.org/wiki/Slough,Slough
https://id.parliament.uk/wH9QZzbQ,Slough,498082.779241162,179773.798368362,https://en.wikipedia.org/wiki/Slough,Slough
https://id.parliament.uk/78x8NwqU,Hounslow,512974.190267233,175455.283371097,https://en.wikipedia.org/wiki/Hounslow,Feltham and Heston
https://id.parliament.uk/78x8NwqU,Brentford,517439.729756977,177692.605562363,https://en.wikipedia.org/wiki/Brentford,Brentford and Isleworth
https://id.parliament.uk/78x8NwqU,Isleworth,515685.105712608,175427.145575879,https://en.wikipedia.org/wiki/Isleworth,Brentford and Isleworth
https://id.parliament.uk/116ho7rG,Huddersfield,414654.452438747,416521.510993547,https://en.wikipedia.org/wiki/Huddersfield,Huddersfield
https://id.parliament.uk/Ple3ONDo,Manchester,383819.201830749,398108.113968733,https://en.wikipedia.org/wiki/Manchester,Manchester Central
https://id.parliament.uk/Ple3ONDo,Gorton,388404.653954182,396116.688137502,https://en.wikipedia.org/wiki/Gorton,Manchester Gorton
https://id.parliament.uk/q1o99Pmc,Church_Estate_Almshouses,518784.142337759,175092.383445197,https://en.wikipedia.org/wiki/Church_Estate_Almshouses,Richmond Park
https://id.parliament.uk/8gH7szWg,Warwick,428068.479930009,264729.595834503,https://en.wikipedia.org/wiki/Warwick,Warwick and Leamington
https://id.parliament.uk/5yjvR01K,Sheffield_Brightside_(UK_Parliament_constituency),437058.128048883,390386.724180338,https://en.wikipedia.org/wiki/Sheffield_Brightside_(UK_Parliament_constituency),Sheffield Brightside and Hillsborough
https://id.parliament.uk/5yjvR01K,Sheffield_Hillsborough_(UK_Parliament_constituency),434133.99953938,390253.595230006,https://en.wikipedia.org/wiki/Sheffield_Hillsborough_(UK_Parliament_constituency),Sheffield Brightside and Hillsborough
https://id.parliament.uk/5gknOpUu,Portsmouth_South_(UK_Parliament_constituency),465019.322065582,99007.2924199106,https://en.wikipedia.org/wiki/Portsmouth_South_(UK_Parliament_constituency),Portsmouth South
https://id.parliament.uk/kodYdZpg,Huddersfield,414654.452438747,416521.510993547,https://en.wikipedia.org/wiki/Huddersfield,Huddersfield
https://id.parliament.uk/75MCyBW2,Brentford,517439.729756977,177692.605562363,https://en.wikipedia.org/wiki/Brentford,Brentford and Isleworth
https://id.parliament.uk/75MCyBW2,Isleworth,515685.105712608,175427.145575879,https://en.wikipedia.org/wiki/Isleworth,Brentford and Isleworth
https://id.parliament.uk/r4rZHQxA,Ofwat,406984.265045655,286490.438095365,https://en.wikipedia.org/wiki/Ofwat,Birmingham Ladywood
https://id.parliament.uk/PldlW6lW,Ealing,518135.926514659,181213.591876258,https://en.wikipedia.org/wiki/Ealing,Ealing Central and Acton
https://id.parliament.uk/PldlW6lW,"Acton,_London",520098.705340296,180816.641001024,"https://en.wikipedia.org/wiki/Acton,_London",Ealing Central and Acton
https://id.parliament.uk/PldlW6lW,London,530050.067316809,180360.858134408,https://en.wikipedia.org/wiki/London,Cities of London and Westminster
https://id.parliament.uk/Yi3oYioG,Bolton_West_(UK_Parliament_constituency),370234.943828248,409028.275706319,https://en.wikipedia.org/wiki/Bolton_West_(UK_Parliament_constituency),Bolton North East
https://id.parliament.uk/Yi3oYioG,North_East_England,408414.210557617,567277.265343636,https://en.wikipedia.org/wiki/North_East_England,Hexham
https://id.parliament.uk/9ffDCVSk,Dartmoor,258455.285478706,76012.1758794776,https://en.wikipedia.org/wiki/Dartmoor,Torridge and West Devon
https://id.parliament.uk/9DS5OCxn,Exmoor,288066.397476982,134628.574759814,https://en.wikipedia.org/wiki/Exmoor,Bridgwater and West Somerset
https://id.parliament.uk/9DS5OCxn,Exmoor,288066.397476982,134628.574759814,https://en.wikipedia.org/wiki/Exmoor,Bridgwater and West Somerset
https://id.parliament.uk/qAznPI1q,Brighton_Kemptown_(UK_Parliament_constituency),538499.197121679,104557.368379438,https://en.wikipedia.org/wiki/Brighton_Kemptown_(UK_Parliament_constituency),Lewes
https://id.parliament.uk/8qzJZlpO,London,530050.067316809,180360.858134408,https://en.wikipedia.org/wiki/London,Cities of London and Westminster
https://id.parliament.uk/6LDGTnaG,Portsmouth,464413.884270061,101094.379827446,https://en.wikipedia.org/wiki/Portsmouth,Portsmouth South
https://id.parliament.uk/r4yecA8S,Kingston_upon_Hull,510068.371689627,428853.208249461,https://en.wikipedia.org/wiki/Kingston_upon_Hull,Kingston upon Hull West and Hessle
https://id.parliament.uk/r4yecA8S,Hessle,503563.932408014,426418.450702161,https://en.wikipedia.org/wiki/Hessle,Kingston upon Hull West and Hessle
https://id.parliament.uk/qDI9pfdP,Exeter,292319.764402725,92882.6944981412,https://en.wikipedia.org/wiki/Exeter,Exeter
https://id.parliament.uk/HrUjCle7,Birmingham,406718.817058306,286901.644467678,https://en.wikipedia.org/wiki/Birmingham,Birmingham Ladywood
https://id.parliament.uk/r5wh35Y9,Elmet_and_Rothwell_(UK_Parliament_constituency),439336.255140561,435911.386084198,https://en.wikipedia.org/wiki/Elmet_and_Rothwell_(UK_Parliament_constituency),Leeds East
https://id.parliament.uk/r5wh35Y9,"Rothwell,_West_Yorkshire",434521.190043144,428140.582477766,"https://en.wikipedia.org/wiki/Rothwell,_West_Yorkshire",Elmet and Rothwell
https://id.parliament.uk/3LRHmMAy,London,530050.067316809,180360.858134408,https://en.wikipedia.org/wiki/London,Cities of London and Westminster
https://id.parliament.uk/bkQJmlvy,Esher,513911.165510765,164606.012469007,https://en.wikipedia.org/wiki/Esher,Esher and Walton
https://id.parliament.uk/bkQJmlvy,Walton-on-Thames,510506.53743351,166500.492854964,https://en.wikipedia.org/wiki/Walton-on-Thames,Esher and Walton
https://id.parliament.uk/O1NR6r47,St_James's_University_Hospital,431798.193797904,434747.741368708,https://en.wikipedia.org/wiki/St_James's_University_Hospital,Leeds East
https://id.parliament.uk/O1NR6r47,Portsmouth,464413.884270061,101094.379827446,https://en.wikipedia.org/wiki/Portsmouth,Portsmouth South
https://id.parliament.uk/dk39fuo7,St_James's_University_Hospital,431798.193797904,434747.741368708,https://en.wikipedia.org/wiki/St_James's_University_Hospital,Leeds East
https://id.parliament.uk/dk39fuo7,Portsmouth,464413.884270061,101094.379827446,https://en.wikipedia.org/wiki/Portsmouth,Portsmouth South
https://id.parliament.uk/7P3VSAFK,Oxford_East_(UK_Parliament_constituency),455323.776120839,206003.129872377,https://en.wikipedia.org/wiki/Oxford_East_(UK_Parliament_constituency),Oxford East
https://id.parliament.uk/b1No0dhj,Broxbourne,536669.452556507,207496.431754517,https://en.wikipedia.org/wiki/Broxbourne,Broxbourne
https://id.parliament.uk/rpOTHLO3,South_East_England,483757.021883079,156336.320785229,https://en.wikipedia.org/wiki/South_East_England,North East Hampshire
https://id.parliament.uk/YAyUOcKy,Leeds_North_East_(UK_Parliament_constituency),432004.119917001,439416.071777248,https://en.wikipedia.org/wiki/Leeds_North_East_(UK_Parliament_constituency),Leeds North East
https://id.parliament.uk/z2AireN1,East_Midlands,484024.605285748,343247.877209617,https://en.wikipedia.org/wiki/East_Midlands,Sleaford and North Hykeham
https://id.parliament.uk/z2AireN1,London,530050.067316809,180360.858134408,https://en.wikipedia.org/wiki/London,Cities of London and Westminster
https://id.parliament.uk/z2AireN1,North_East_England,408414.210557617,567277.265343636,https://en.wikipedia.org/wiki/North_East_England,Hexham
https://id.parliament.uk/z2AireN1,North_West_England,351022.907713998,464601.625160025,https://en.wikipedia.org/wiki/North_West_England,Lancaster and Fleetwood
https://id.parliament.uk/z2AireN1,South_East_England,483757.021883079,156336.320785229,https://en.wikipedia.org/wiki/South_East_England,North East Hampshire
https://id.parliament.uk/z2AireN1,South_West_England,314414.736204535,118550.489128277,https://en.wikipedia.org/wiki/South_West_England,Taunton Deane
https://id.parliament.uk/z2AireN1,West_Midlands_(region),382689.369763617,286801.459728324,https://en.wikipedia.org/wiki/West_Midlands_(region),South Staffordshire
https://id.parliament.uk/z2AireN1,Yorkshire,400097.642679143,455996.50366397,https://en.wikipedia.org/wiki/Yorkshire,Skipton and Ripon
https://id.parliament.uk/z2AireN1,Humber,538740.556827834,407153.441365091,https://en.wikipedia.org/wiki/Humber,Louth and Horncastle
https://id.parliament.uk/QOYlUNA1,British_Transport_Police,529101.575954716,184073.071052818,https://en.wikipedia.org/wiki/British_Transport_Police,Holborn and St Pancras
https://id.parliament.uk/4fh8ytnD,Broxbourne_(UK_Parliament_constituency),533622.709650056,204997.368162605,https://en.wikipedia.org/wiki/Broxbourne_(UK_Parliament_constituency),Broxbourne
https://id.parliament.uk/lclIByVj,Brighton,531289.110198692,104018.298244422,https://en.wikipedia.org/wiki/Brighton,Brighton Pavilion
https://id.parliament.uk/lclIByVj,London_Victoria_station,528931.998916253,178994.602893039,https://en.wikipedia.org/wiki/London_Victoria_station,Cities of London and Westminster
https://id.parliament.uk/lclIByVj,Brighton,531289.110198692,104018.298244422,https://en.wikipedia.org/wiki/Brighton,Brighton Pavilion
https://id.parliament.uk/0b3Xnp75,St_James's_University_Hospital,431798.193797904,434747.741368708,https://en.wikipedia.org/wiki/St_James's_University_Hospital,Leeds East
https://id.parliament.uk/0b3Xnp75,Portsmouth,464413.884270061,101094.379827446,https://en.wikipedia.org/wiki/Portsmouth,Portsmouth South
https://id.parliament.uk/pgFTxVlL,Hornsey,530481.069498756,189249.372437354,https://en.wikipedia.org/wiki/Hornsey,Hornsey and Wood Green
https://id.parliament.uk/pgFTxVlL,Wood_Green,530663.98787085,190489.2772662,https://en.wikipedia.org/wiki/Wood_Green,Hornsey and Wood Green
https://id.parliament.uk/Nd6Q0f7J,Portsmouth_South_(UK_Parliament_constituency),465019.322065582,99007.2924199106,https://en.wikipedia.org/wiki/Portsmouth_South_(UK_Parliament_constituency),Portsmouth South
https://id.parliament.uk/VsxSm1Eq,Uxbridge,505663.571020053,183486.765903445,https://en.wikipedia.org/wiki/Uxbridge,Uxbridge and South Ruislip
https://id.parliament.uk/VsxSm1Eq,South_Ruislip,511500.015200836,185499.65444728,https://en.wikipedia.org/wiki/South_Ruislip,Uxbridge and South Ruislip
https://id.parliament.uk/aeuO3xBe,Feltham,510661.075696026,173490.835934284,https://en.wikipedia.org/wiki/Feltham,Feltham and Heston
https://id.parliament.uk/aeuO3xBe,Heston,512664.945686838,177495.62797663,https://en.wikipedia.org/wiki/Heston,Feltham and Heston
https://id.parliament.uk/KIHfw87b,Broxbourne,536669.452556507,207496.431754517,https://en.wikipedia.org/wiki/Broxbourne,Broxbourne
https://id.parliament.uk/phfn5E5R,Broxbourne,536669.452556507,207496.431754517,https://en.wikipedia.org/wiki/Broxbourne,Broxbourne
https://id.parliament.uk/lVgLG5kH,St_James's_University_Hospital,431798.193797904,434747.741368708,https://en.wikipedia.org/wiki/St_James's_University_Hospital,Leeds East
https://id.parliament.uk/lVgLG5kH,Portsmouth,464413.884270061,101094.379827446,https://en.wikipedia.org/wiki/Portsmouth,Portsmouth South
https://id.parliament.uk/u0Vji46Q,Sedgefield,435587.069559728,528460.690087273,https://en.wikipedia.org/wiki/Sedgefield,Sedgefield
https://id.parliament.uk/p8TgLYel,Liverpool_Walton_(UK_Parliament_constituency),335872.893721167,394906.107310777,https://en.wikipedia.org/wiki/Liverpool_Walton_(UK_Parliament_constituency),Liverpool Walton
https://id.parliament.uk/9BIOJIJu,Norwich_North_(UK_Parliament_constituency),623322.133331779,310919.314463403,https://en.wikipedia.org/wiki/Norwich_North_(UK_Parliament_constituency),Norwich North
https://id.parliament.uk/vOkN4Akz,Plymouth,247757.450131397,54582.1140205181,https://en.wikipedia.org/wiki/Plymouth,Plymouth Sutton and Devonport
https://id.parliament.uk/hpt9NRT5,Plymouth,247757.450131397,54582.1140205181,https://en.wikipedia.org/wiki/Plymouth,Plymouth Sutton and Devonport
https://id.parliament.uk/xwmM6J3G,Telford,369881.047021915,308860.23219019,https://en.wikipedia.org/wiki/Telford,Telford
https://id.parliament.uk/R9Qk5T55,York,460461.998917685,451937.636643895,https://en.wikipedia.org/wiki/York,York Central
https://id.parliament.uk/U4NAzs6e,Plymouth_Sutton_(UK_Parliament_constituency),247911.019397694,54423.145903636,https://en.wikipedia.org/wiki/Plymouth_Sutton_(UK_Parliament_constituency),Plymouth Sutton and Devonport
https://id.parliament.uk/U4NAzs6e,Plymouth,247757.450131397,54582.1140205181,https://en.wikipedia.org/wiki/Plymouth,Plymouth Sutton and Devonport
https://id.parliament.uk/WP4H3WBw,Barnsley_Central_(UK_Parliament_constituency),434547.402222647,406500.340616964,https://en.wikipedia.org/wiki/Barnsley_Central_(UK_Parliament_constituency),Barnsley Central
https://id.parliament.uk/iHmdnMVc,Keighley,405950.250051342,441202.235062732,https://en.wikipedia.org/wiki/Keighley,Keighley
https://id.parliament.uk/SSzCyUWX,Scunthorpe,489462.775847661,410214.291843763,https://en.wikipedia.org/wiki/Scunthorpe,Scunthorpe
https://id.parliament.uk/JeiEu2oW,Wycombe_(UK_Parliament_constituency),483210.596269873,189699.387660076,https://en.wikipedia.org/wiki/Wycombe_(UK_Parliament_constituency),Wycombe
https://id.parliament.uk/LuOlvyUj,York,460461.998917685,451937.636643895,https://en.wikipedia.org/wiki/York,York Central
https://id.parliament.uk/m2RJdlpB,Warwick,428068.479930009,264729.595834503,https://en.wikipedia.org/wiki/Warwick,Warwick and Leamington
https://id.parliament.uk/OekyVQ6H,Plymouth_Sutton_(UK_Parliament_constituency),247911.019397694,54423.145903636,https://en.wikipedia.org/wiki/Plymouth_Sutton_(UK_Parliament_constituency),Plymouth Sutton and Devonport
https://id.parliament.uk/OekyVQ6H,Plymouth,247757.450131397,54582.1140205181,https://en.wikipedia.org/wiki/Plymouth,Plymouth Sutton and Devonport
https://id.parliament.uk/lBFPdWro,Battersea,527620.93376289,176157.441008094,https://en.wikipedia.org/wiki/Battersea,Battersea
https://id.parliament.uk/qsva3TVP,Truro,182633.725762337,44456.7812150577,https://en.wikipedia.org/wiki/Truro,Truro and Falmouth
https://id.parliament.uk/qsva3TVP,"Falmouth,_Cornwall",180775.789148987,32284.5259327356,"https://en.wikipedia.org/wiki/Falmouth,_Cornwall",Truro and Falmouth
https://id.parliament.uk/7eVjLDuw,Battersea,527620.93376289,176157.441008094,https://en.wikipedia.org/wiki/Battersea,Battersea
https://id.parliament.uk/BSXlzRRA,London,530050.067316809,180360.858134408,https://en.wikipedia.org/wiki/London,Cities of London and Westminster
https://id.parliament.uk/nYTCGxdu,Plymouth,247757.450131397,54582.1140205181,https://en.wikipedia.org/wiki/Plymouth,Plymouth Sutton and Devonport
https://id.parliament.uk/uYjDALby,Broxbourne_(UK_Parliament_constituency),533622.709650056,204997.368162605,https://en.wikipedia.org/wiki/Broxbourne_(UK_Parliament_constituency),Broxbourne
https://id.parliament.uk/YYZ5MdfZ,East_Sussex,566607.881871438,118291.637300382,https://en.wikipedia.org/wiki/East_Sussex,Bexhill and Battle
https://id.parliament.uk/tOjDJPdl,St_James's_University_Hospital,431798.193797904,434747.741368708,https://en.wikipedia.org/wiki/St_James's_University_Hospital,Leeds East
https://id.parliament.uk/tOjDJPdl,Portsmouth,464413.884270061,101094.379827446,https://en.wikipedia.org/wiki/Portsmouth,Portsmouth South
https://id.parliament.uk/5bsPANGJ,Royal_College_of_Nursing,528755.991269478,181319.574193111,https://en.wikipedia.org/wiki/Royal_College_of_Nursing,Cities of London and Westminster
https://id.parliament.uk/lGvTp6ww,Brighton,531289.110198692,104018.298244422,https://en.wikipedia.org/wiki/Brighton,Brighton Pavilion
https://id.parliament.uk/LFLFEMYV,Disclosure_and_Barring_Service,334334.691669584,390566.065530843,https://en.wikipedia.org/wiki/Disclosure_and_Barring_Service,Liverpool Riverside
https://id.parliament.uk/o2rYtUzY,Peterborough,519635.350646022,297936.472564796,https://en.wikipedia.org/wiki/Peterborough,North West Cambridgeshire
https://id.parliament.uk/CcQM5JoV,Penistone,424693.007564312,403212.254318599,https://en.wikipedia.org/wiki/Penistone,Penistone and Stocksbridge
https://id.parliament.uk/CcQM5JoV,Stocksbridge,427441.308935382,397998.258420972,https://en.wikipedia.org/wiki/Stocksbridge,Penistone and Stocksbridge
https://id.parliament.uk/paMVscU9,Southampton,441994.40525402,111616.211178979,https://en.wikipedia.org/wiki/Southampton,Southampton Itchen
https://id.parliament.uk/Ls8qgmf4,North_East_England,408414.210557617,567277.265343636,https://en.wikipedia.org/wiki/North_East_England,Hexham
https://id.parliament.uk/UsIu6z1C,East_Sussex,566607.881871438,118291.637300382,https://en.wikipedia.org/wiki/East_Sussex,Bexhill and Battle
https://id.parliament.uk/5SNs1Uk3,Manchester,383819.201830749,398108.113968733,https://en.wikipedia.org/wiki/Manchester,Manchester Central
https://id.parliament.uk/5SNs1Uk3,Withington,384882.888469683,392937.416735103,https://en.wikipedia.org/wiki/Withington,Manchester Withington
https://id.parliament.uk/lDGAMa7K,Strangford,169154.348351514,503065.879346709,https://en.wikipedia.org/wiki/Strangford,South Down
https://id.parliament.uk/Diynrozw,Great_Britain,400097.642679143,455996.50366397,https://en.wikipedia.org/wiki/Great_Britain,Skipton and Ripon
https://id.parliament.uk/AuVDfgJW,Euston_railway_station,529601.371184058,182705.97739272,https://en.wikipedia.org/wiki/Euston_railway_station,Holborn and St Pancras
https://id.parliament.uk/VsvTIkmV,East_Ham,542664.013033589,183490.129271155,https://en.wikipedia.org/wiki/East_Ham,East Ham
https://id.parliament.uk/hYBKej7d,Houghton-le-Spring,434264.542042257,549705.469299947,https://en.wikipedia.org/wiki/Houghton-le-Spring,Houghton and Sunderland South
https://id.parliament.uk/5cFl1r8D,Broxbourne_(UK_Parliament_constituency),533622.709650056,204997.368162605,https://en.wikipedia.org/wiki/Broxbourne_(UK_Parliament_constituency),Broxbourne
https://id.parliament.uk/dTj0cH2J,Leeds,430159.438640699,433562.472685,https://en.wikipedia.org/wiki/Leeds,Leeds Central
https://id.parliament.uk/dTj0cH2J,Leeds_North_West_(UK_Parliament_constituency),426412.282683984,439381.220085767,https://en.wikipedia.org/wiki/Leeds_North_West_(UK_Parliament_constituency),Leeds North West
https://id.parliament.uk/dTj0cH2J,"Adel,_Leeds",427406.373026946,439264.535978119,"https://en.wikipedia.org/wiki/Adel,_Leeds",Leeds North West
https://id.parliament.uk/dTj0cH2J,Headingley,427893.129434351,436206.418393188,https://en.wikipedia.org/wiki/Headingley,Leeds North West
https://id.parliament.uk/dTj0cH2J,"Hyde_Park,_London",527540.245957436,180451.801214491,"https://en.wikipedia.org/wiki/Hyde_Park,_London",Cities of London and Westminster
https://id.parliament.uk/dTj0cH2J,Otley,420661.874346628,445471.840085323,https://en.wikipedia.org/wiki/Otley,Leeds North West
https://id.parliament.uk/dTj0cH2J,"Yeadon,_West_Yorkshire",420613.779538665,441466.14849416,"https://en.wikipedia.org/wiki/Yeadon,_West_Yorkshire",Leeds North West
https://id.parliament.uk/dTj0cH2J,"Yeadon,_West_Yorkshire",420613.779538665,441466.14849416,"https://en.wikipedia.org/wiki/Yeadon,_West_Yorkshire",Leeds North West
https://id.parliament.uk/9Bq51efU,North_West_England,351022.907713998,464601.625160025,https://en.wikipedia.org/wiki/North_West_England,Lancaster and Fleetwood
https://id.parliament.uk/9Bq51efU,Yorkshire,400097.642679143,455996.50366397,https://en.wikipedia.org/wiki/Yorkshire,Skipton and Ripon
https://id.parliament.uk/9Bq51efU,Humber,538740.556827834,407153.441365091,https://en.wikipedia.org/wiki/Humber,Louth and Horncastle
https://id.parliament.uk/9Bq51efU,West_Midlands_(county),411411.203230902,289134.922194551,https://en.wikipedia.org/wiki/West_Midlands_(county),Birmingham Hodge Hill
https://id.parliament.uk/9Bq51efU,East_Midlands,484024.605285748,343247.877209617,https://en.wikipedia.org/wiki/East_Midlands,Sleaford and North Hykeham
https://id.parliament.uk/RT41SaTS,Bristol_West_(UK_Parliament_constituency),357839.688377066,173957.513167534,https://en.wikipedia.org/wiki/Bristol_West_(UK_Parliament_constituency),Bristol West
https://id.parliament.uk/Bl4KdnkM,North_West_England,351022.907713998,464601.625160025,https://en.wikipedia.org/wiki/North_West_England,Lancaster and Fleetwood
https://id.parliament.uk/Bl4KdnkM,North_East_England,408414.210557617,567277.265343636,https://en.wikipedia.org/wiki/North_East_England,Hexham
https://id.parliament.uk/RbQD75AB,Enfield_Southgate_(UK_Parliament_constituency),530032.502854285,195914.559006456,https://en.wikipedia.org/wiki/Enfield_Southgate_(UK_Parliament_constituency),Enfield North
https://id.parliament.uk/68gIqF5t,Central_London,529897.09791009,179553.287155462,https://en.wikipedia.org/wiki/Central_London,Cities of London and Westminster
https://id.parliament.uk/Us01iNY1,North_East_England,408414.210557617,567277.265343636,https://en.wikipedia.org/wiki/North_East_England,Hexham
https://id.parliament.uk/LYyaieyt,Hornsey,530481.069498756,189249.372437354,https://en.wikipedia.org/wiki/Hornsey,Hornsey and Wood Green
https://id.parliament.uk/LYyaieyt,Wood_Green,530663.98787085,190489.2772662,https://en.wikipedia.org/wiki/Wood_Green,Hornsey and Wood Green
https://id.parliament.uk/5HlucteP,Hampstead,526665.337458508,185491.651790227,https://en.wikipedia.org/wiki/Hampstead,Hampstead and Kilburn
https://id.parliament.uk/5HlucteP,"Kilburn,_London",524668.039538177,183494.930693331,"https://en.wikipedia.org/wiki/Kilburn,_London",Hampstead and Kilburn
https://id.parliament.uk/NjES7dtX,South_East_England,483757.021883079,156336.320785229,https://en.wikipedia.org/wiki/South_East_England,North East Hampshire
https://id.parliament.uk/FLJvN09r,Warwick,428068.479930009,264729.595834503,https://en.wikipedia.org/wiki/Warwick,Warwick and Leamington
https://id.parliament.uk/P6rSaOhG,Hampstead,526665.337458508,185491.651790227,https://en.wikipedia.org/wiki/Hampstead,Hampstead and Kilburn
https://id.parliament.uk/P6rSaOhG,"Kilburn,_London",524668.039538177,183494.930693331,"https://en.wikipedia.org/wiki/Kilburn,_London",Hampstead and Kilburn
https://id.parliament.uk/PmhunMWd,Warwick,428068.479930009,264729.595834503,https://en.wikipedia.org/wiki/Warwick,Warwick and Leamington
https://id.parliament.uk/yv7WXCrH,Shrewsbury,349154.056586225,312526.186133308,https://en.wikipedia.org/wiki/Shrewsbury,Shrewsbury and Atcham
https://id.parliament.uk/yv7WXCrH,Atcham,354130.632727563,309317.190647596,https://en.wikipedia.org/wiki/Atcham,Shrewsbury and Atcham
https://id.parliament.uk/IVcA1ZhA,Ofcom,532282.635983931,180493.890646352,https://en.wikipedia.org/wiki/Ofcom,Bermondsey and Old Southwark
https://id.parliament.uk/7VlBAfhj,"Acton,_London",520098.705340296,180816.641001024,"https://en.wikipedia.org/wiki/Acton,_London",Ealing Central and Acton
https://id.parliament.uk/2XzAen2y,Hornsey,530481.069498756,189249.372437354,https://en.wikipedia.org/wiki/Hornsey,Hornsey and Wood Green
https://id.parliament.uk/2XzAen2y,Wood_Green,530663.98787085,190489.2772662,https://en.wikipedia.org/wiki/Wood_Green,Hornsey and Wood Green
https://id.parliament.uk/jW5ywOLa,Thames_Estuary,579404.516777356,181059.602517667,https://en.wikipedia.org/wiki/Thames_Estuary,Rochester and Strood
https://id.parliament.uk/jW5ywOLa,Thames_Estuary,579404.516777356,181059.602517667,https://en.wikipedia.org/wiki/Thames_Estuary,Rochester and Strood
https://id.parliament.uk/UYtD7LA3,Shrewsbury_railway_station,349428.943033325,312968.311336837,https://en.wikipedia.org/wiki/Shrewsbury_railway_station,Shrewsbury and Atcham
https://id.parliament.uk/UYtD7LA3,Birmingham_New_Street_railway_station,406967.056311526,286653.929989323,https://en.wikipedia.org/wiki/Birmingham_New_Street_railway_station,Birmingham Ladywood
https://id.parliament.uk/IT0mtvQs,Sussex,540433.830834046,124193.212486947,https://en.wikipedia.org/wiki/Sussex,Wealden
https://id.parliament.uk/IT0mtvQs,London,530050.067316809,180360.858134408,https://en.wikipedia.org/wiki/London,Cities of London and Westminster
https://id.parliament.uk/umYwSVvw,London,530050.067316809,180360.858134408,https://en.wikipedia.org/wiki/London,Cities of London and Westminster
https://id.parliament.uk/ctrnXZQb,Huddersfield_railway_station,414309.684459885,416854.231679691,https://en.wikipedia.org/wiki/Huddersfield_railway_station,Huddersfield
https://id.parliament.uk/ctrnXZQb,Leeds_railway_station,429938.700173946,433171.63778926,https://en.wikipedia.org/wiki/Leeds_railway_station,Leeds Central
https://id.parliament.uk/V9N9f1nS,East_Ham,542664.013033589,183490.129271155,https://en.wikipedia.org/wiki/East_Ham,East Ham
https://id.parliament.uk/wqH1d6p5,"Birkbeck,_University_of_London",529815.473736249,181993.093508165,"https://en.wikipedia.org/wiki/Birkbeck,_University_of_London",Holborn and St Pancras
https://id.parliament.uk/4y4df8XS,Portsmouth_South_(UK_Parliament_constituency),465019.322065582,99007.2924199106,https://en.wikipedia.org/wiki/Portsmouth_South_(UK_Parliament_constituency),Portsmouth South
https://id.parliament.uk/rpFlagWp,Birmingham,406718.817058306,286901.644467678,https://en.wikipedia.org/wiki/Birmingham,Birmingham Ladywood
https://id.parliament.uk/rpFlagWp,Edgbaston,405600.94010723,284453.094286818,https://en.wikipedia.org/wiki/Edgbaston,Birmingham Edgbaston
https://id.parliament.uk/rin0ZUNO,Liverpool_Walton_(UK_Parliament_constituency),335872.893721167,394906.107310777,https://en.wikipedia.org/wiki/Liverpool_Walton_(UK_Parliament_constituency),Liverpool Walton
https://id.parliament.uk/4ntDAUtX,Glasgow_North_East_(UK_Parliament_constituency),261512.224937206,668352.304320124,https://en.wikipedia.org/wiki/Glasgow_North_East_(UK_Parliament_constituency),Glasgow North East
https://id.parliament.uk/Dl0A88XP,Glasgow_North_East_(UK_Parliament_constituency),261512.224937206,668352.304320124,https://en.wikipedia.org/wiki/Glasgow_North_East_(UK_Parliament_constituency),Glasgow North East
https://id.parliament.uk/P6VxGRUW,Chichester,486061.321800341,104817.607212514,https://en.wikipedia.org/wiki/Chichester,Chichester
https://id.parliament.uk/4ZcqAjLh,Birmingham,406718.817058306,286901.644467678,https://en.wikipedia.org/wiki/Birmingham,Birmingham Ladywood
https://id.parliament.uk/4ZcqAjLh,Leeds,430159.438640699,433562.472685,https://en.wikipedia.org/wiki/Leeds,Leeds Central
https://id.parliament.uk/4ZcqAjLh,York,460461.998917685,451937.636643895,https://en.wikipedia.org/wiki/York,York Central
https://id.parliament.uk/yADdQbWC,Portsmouth_South_(UK_Parliament_constituency),465019.322065582,99007.2924199106,https://en.wikipedia.org/wiki/Portsmouth_South_(UK_Parliament_constituency),Portsmouth South
https://id.parliament.uk/cXFq2WzA,Harlow,546899.826381867,211067.62209283,https://en.wikipedia.org/wiki/Harlow,Harlow
https://id.parliament.uk/PHqXsA9g,"Birkbeck,_University_of_London",529815.473736249,181993.093508165,"https://en.wikipedia.org/wiki/Birkbeck,_University_of_London",Holborn and St Pancras
https://id.parliament.uk/Xhs42mjJ,London,530050.067316809,180360.858134408,https://en.wikipedia.org/wiki/London,Cities of London and Westminster
